0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
4.814814814814814548e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
4.799999999999999822e-01,4.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00
5.000000000000000000e-01,2.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00
5.000000000000000000e-01,3.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
4.375000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
4.899328859060402830e-01,5.000000000000000000e+00
4.545454545454545303e-01,5.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+00
4.736842105263157632e-01,4.000000000000000000e+00
4.285714285714285476e-01,4.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
4.871287128712871173e-01,4.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
4.749999999999999778e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
4.000000000000000222e-01,5.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
3.333333333333333148e-01,5.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
4.285714285714285476e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,3.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
4.285714285714285476e-01,5.000000000000000000e+00
4.937106918238993725e-01,4.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00
4.000000000000000222e-01,4.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00
3.333333333333333148e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
4.285714285714285476e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
4.736842105263157632e-01,4.000000000000000000e+00
5.000000000000000000e-01,2.000000000000000000e+00
3.333333333333333148e-01,5.000000000000000000e+00
4.285714285714285476e-01,4.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
4.000000000000000222e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
3.333333333333333148e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
4.285714285714285476e-01,5.000000000000000000e+00
4.814814814814814548e-01,5.000000000000000000e+00
3.333333333333333148e-01,3.000000000000000000e+00
4.864864864864865135e-01,5.000000000000000000e+00
4.000000000000000222e-01,3.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
4.736842105263157632e-01,5.000000000000000000e+00
4.915254237288135819e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
3.333333333333333148e-01,2.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
3.333333333333333148e-01,5.000000000000000000e+00
4.615384615384615641e-01,5.000000000000000000e+00
4.444444444444444198e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
4.705882352941176405e-01,5.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
3.333333333333333148e-01,4.000000000000000000e+00
3.750000000000000000e-01,4.000000000000000000e+00
4.666666666666666741e-01,5.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
4.000000000000000222e-01,5.000000000000000000e+00
6.250000000000000000e-02,1.000000000000000000e+00
3.333333333333333148e-01,5.000000000000000000e+00
4.863013698630136994e-01,2.000000000000000000e+00
2.000000000000000111e-01,1.000000000000000000e+00
4.285714285714285476e-01,3.000000000000000000e+00
5.000000000000000000e-01,3.000000000000000000e+00
3.333333333333333148e-01,5.000000000000000000e+00
3.333333333333333148e-01,4.000000000000000000e+00
4.000000000000000222e-01,4.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
4.285714285714285476e-01,5.000000000000000000e+00
4.285714285714285476e-01,4.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,4.000000000000000000e+00
5.000000000000000000e-01,5.000000000000000000e+00
5.000000000000000000e-01,3.000000000000000000e+00
